highway,maxspeed,lanes,oneway,latitude,longitude
motorway,35 mph,2,yes,40.7665533,-74.0211554
residential,25 mph,1,yes,40.7345746,-73.9842741
secondary,25 mph,1,yes,40.7418031,-74.0084428
motorway,30 mph,2,yes,40.701597,-74.0112632
residential,20 mph,3,yes,40.7194483,-74.0043754
primary,25 mph,2,yes,40.7673295,-73.9817215
secondary_link,25 mph,1,yes,40.7428126,-73.9885659
primary,25 mph,2,yes,40.7349784,-73.9904413
residential,25 mph,1,yes,40.733692,-73.9850075
residential,25 mph,1,yes,40.7336341,-73.9829626
trunk,30 mph,4,yes,40.7409877,-74.0090677
service,25 mph,1,yes,40.7487115,-74.0078704
service,25 mph,1,yes,40.7492146,-74.0083448
secondary,25 mph,1,yes,40.7480816,-74.0075426
unclassified,25 mph,1,yes,40.7489469,-74.0050541
secondary_link,25 mph,1,yes,40.7498212,-74.006276
secondary,25 mph,4,no,40.7493923,-74.006668
secondary,25 mph,3,yes,40.7498174,-74.0063497
secondary,25 mph,3,no,40.7502988,-74.0083946
primary_link,25 mph,2,yes,40.7423407,-74.0088067
primary_link,25 mph,3,yes,40.7422363,-74.0083835
primary,25 mph,4,yes,40.7427326,-74.0077811
secondary,25 mph,2,no,40.740049,-74.0093302
residential,25 mph,1,yes,40.7383473,-74.009639
residential,25 mph,1,yes,40.7464393,-74.0032561
unclassified,25 mph,1,yes,40.7469613,-74.0064248
residential,25 mph,1,yes,40.7452281,-74.0041332
unclassified,25 mph,1,yes,40.7456659,-74.0069822
residential,25 mph,1,yes,40.738346,-74.0039504
residential,25 mph,1,yes,40.7508163,-74.0037455
primary,25 mph,2,yes,40.7547007,-73.9759614
tertiary,25 mph,2,yes,40.7288748,-74.0082095
residential,25 mph,1,yes,40.7375636,-74.0089811
residential,20 mph,1,yes,40.7219046,-74.0073402
residential,20 mph,1,yes,40.7228099,-74.0098058
residential,20 mph,1,yes,40.722177,-74.0067306
residential,20 mph,1,yes,40.7231606,-74.0104023
trunk,20 mph,3,yes,40.7246206,-74.0093591
trunk,20 mph,3,yes,40.7256829,-74.0107144
residential,20 mph,1,yes,40.7241853,-74.0102982
motorway_link,25 mph,2,yes,40.7070878,-74.0156683
motorway_link,25 mph,2,yes,40.708649,-74.0152868
motorway,30 mph,2,yes,40.7056629,-74.0164762
motorway_link,25 mph,4,yes,40.7073889,-74.0151822
motorway,30 mph,2,yes,40.7056495,-74.0163628
residential,20 mph,2,yes,40.7059664,-74.0174694
residential,20 mph,2,no,40.7078503,-74.0160279
primary,25 mph,4,no,40.7620212,-74.001198
motorway,50 mph,3,yes,40.8080785,-73.9689763
primary,25 mph,1,yes,40.7702491,-73.9942904
unclassified,25 mph,1,yes,40.772162,-73.9937107
motorway,30 mph,5,yes,40.7720997,-73.9941113
motorway,50 mph,4,yes,40.7725621,-73.9935222
motorway,35 mph,2,yes,40.7247547,-74.0069958
secondary,25 mph,1,yes,40.7717232,-73.9789686
service,20 mph,2,no,40.767281,-73.9788338
primary,25 mph,1,yes,40.7503761,-73.9687621
secondary,25 mph,4,no,40.7771393,-73.9639857
residential,25 mph,1,yes,40.7029031,-73.990685
residential,25 mph,1,yes,40.7038812,-73.9901306
unclassified,25 mph,1,yes,40.7003786,-73.9870377
residential,25 mph,1,yes,40.7010664,-73.9867608
unclassified,25 mph,2,no,40.699934,-73.9897811
tertiary,25 mph,1,yes,40.7025684,-73.9911584
residential,25 mph,1,yes,40.7029402,-73.9819308
tertiary,25 mph,2,yes,40.7284595,-74.0037119
residential,25 mph,1,yes,40.7318198,-73.9977985
residential,25 mph,1,yes,40.7341123,-73.9994274
secondary,20 mph,1,yes,40.7134191,-74.0080243
residential,25 mph,1,yes,40.731548,-73.9851655
residential,20 mph,1,yes,40.7207091,-73.9805444
residential,20 mph,2,no,40.7268636,-73.9798895
unclassified,25 mph,1,no,40.7276188,-73.9738789
pedestrian,20 mph,1,no,40.7268014,-73.975991
residential,20 mph,1,yes,40.7263247,-73.9747865
tertiary,20 mph,2,no,40.7236914,-73.9760313
residential,20 mph,1,yes,40.7245679,-73.9743137
residential,20 mph,2,no,40.7243189,-73.9738466
residential,25 mph,1,no,40.7197582,-73.9837323
residential,25 mph,1,yes,40.7187144,-73.9921765
residential,25 mph,1,yes,40.7213282,-73.9848853
residential,25 mph,1,yes,40.7169292,-73.983265
residential,25 mph,1,yes,40.7325413,-74.0017677
residential,25 mph,1,yes,40.7255201,-74.0021129
residential,25 mph,1,yes,40.7284097,-73.9954155
residential,25 mph,1,yes,40.7425391,-73.9512352
residential,25 mph,1,yes,40.7419816,-73.9577405
residential,25 mph,2,yes,40.7443976,-73.9556964
tertiary,25 mph,1,yes,40.7367943,-73.953055
residential,25 mph,1,yes,40.7355273,-73.9512285
motorway,25 mph,2,yes,40.7415836,-73.9512909
motorway_link,25 mph,1,yes,40.7066294,-74.001989
motorway_link,25 mph,1,yes,40.7088101,-74.0000261
secondary,20 mph,1,yes,40.7096448,-74.0007116
motorway_link,25 mph,2,yes,40.7113504,-74.0031933
motorway_link,25 mph,1,yes,40.7098232,-74.0010568
motorway_link,25 mph,1,yes,40.7095178,-74.0010917
unclassified,25 mph,1,yes,40.6999928,-73.9880617
secondary,25 mph,2,yes,40.7001528,-73.9867053
motorway_link,25 mph,1,yes,40.7085943,-74.0005196
motorway_link,25 mph,1,yes,40.711253,-74.0024288
unclassified,25 mph,1,yes,40.7117221,-74.0044836
trunk_link,25 mph,2,yes,40.711982,-74.0053894
residential,20 mph,1,no,40.7110092,-74.0019437
residential,20 mph,2,no,40.7112707,-74.0030268
unclassified,10 mph,1,yes,40.7124838,-74.0027146
service,20 mph,1,yes,40.773883,-73.9721981
secondary,25 mph,2,yes,40.7520297,-74.0003027
secondary,25 mph,1,yes,40.7514735,-73.9988294
trunk,30 mph,1,yes,40.7122967,-74.0042648
motorway_link,25 mph,1,yes,40.7105779,-74.0018449
motorway_link,25 mph,1,yes,40.709291,-74.0001723
motorway_link,25 mph,1,yes,40.7074442,-74.000903
motorway_link,25 mph,1,yes,40.7089706,-74.0004019
motorway_link,25 mph,1,yes,40.7104767,-74.0028315
motorway,25 mph,4,yes,40.705916,-74.0147584
motorway_link,25 mph,2,yes,40.7064535,-74.0149366
primary,20 mph,1,yes,40.7016384,-74.0125293
motorway,40 mph,2,yes,40.7044875,-74.0055653
primary,20 mph,1,yes,40.7014389,-74.0117368
motorway_link,20 mph,1,yes,40.7025041,-74.008695
motorway,30 mph,2,yes,40.7024402,-74.009091
motorway,40 mph,2,yes,40.7067339,-74.0019078
motorway,40 mph,1,yes,40.7082885,-73.9973208
motorway,40 mph,3,yes,40.7099851,-73.9885595
motorway,40 mph,3,yes,40.7106771,-73.9825158
primary,25 mph,2,yes,40.7184114,-73.9751879
primary,25 mph,2,yes,40.7194983,-73.9773096
motorway_link,40 mph,1,yes,40.7296381,-73.97276
motorway_link,40 mph,1,yes,40.7304214,-73.9731486
motorway_link,40 mph,1,yes,40.7170785,-73.9755351
motorway,40 mph,2,yes,40.7188601,-73.9748701
motorway,40 mph,2,yes,40.7201785,-73.9746992
motorway,40 mph,3,yes,40.7188699,-73.9749863
motorway,40 mph,3,yes,40.7175342,-73.9753761
motorway,40 mph,2,yes,40.7169464,-73.9755459
motorway,40 mph,3,yes,40.7246477,-73.9731165
motorway,40 mph,3,yes,40.7431282,-73.9716821
primary,25 mph,2,yes,40.7317272,-73.9742157
primary,25 mph,2,yes,40.7340608,-73.9746835
motorway,40 mph,4,yes,40.7478799,-73.9683013
motorway,40 mph,3,yes,40.7333742,-73.9739541
unclassified,30 mph,1,yes,40.7522387,-73.9651217
motorway,40 mph,3,yes,40.749803,-73.9667271
motorway,40 mph,3,yes,40.7468412,-73.9691179
motorway,40 mph,3,yes,40.7498633,-73.9664381
motorway,40 mph,3,yes,40.7534388,-73.9632718
motorway,40 mph,3,yes,40.7539395,-73.9630551
residential,25 mph,3,no,40.7557659,-73.9618643
secondary,25 mph,3,yes,40.7553704,-73.9638382
trunk,25 mph,2,yes,40.7593129,-73.9642549
trunk,35 mph,2,yes,40.7602287,-73.9627929
trunk_link,25 mph,1,yes,40.7598605,-73.9611769
residential,25 mph,1,yes,40.7593604,-73.9583856
motorway,40 mph,3,yes,40.7643159,-73.9528711
motorway,40 mph,3,yes,40.7622995,-73.9546797
motorway,40 mph,3,yes,40.7680448,-73.9495199
motorway,40 mph,3,yes,40.7670589,-73.9504882
primary,25 mph,2,yes,40.7197296,-73.9784246
service,20 mph,2,yes,40.7726346,-73.9684807
motorway,40 mph,3,yes,40.7392055,-73.9734113
motorway,40 mph,3,yes,40.7390341,-73.973455
residential,25 mph,1,yes,40.7361577,-73.9788755
residential,25 mph,1,yes,40.7376508,-73.9843002
residential,25 mph,1,yes,40.7364956,-73.9833894
residential,25 mph,1,yes,40.740955,-73.9939816
primary,25 mph,2,yes,40.7351166,-73.9899195
living_street,10 mph,1,yes,40.7406647,-73.9893942
secondary,25 mph,3,yes,40.7413638,-73.9897366
trunk,30 mph,3,yes,40.7425925,-74.0086564
trunk,30 mph,3,yes,40.7409922,-74.009241
trunk,30 mph,3,yes,40.7494792,-74.0079915
trunk,30 mph,3,yes,40.7475406,-74.0079281
motorway,40 mph,3,yes,40.7553253,-73.961713
motorway,40 mph,3,yes,40.7566994,-73.9604066
motorway,40 mph,3,yes,40.7566683,-73.9603193
motorway,40 mph,3,yes,40.7585203,-73.9587372
service,20 mph,1,yes,40.7912418,-73.9640974
secondary,25 mph,2,no,40.791699,-73.962723
residential,25 mph,1,yes,40.7554366,-73.9865481
secondary,25 mph,2,yes,40.7688055,-73.9709547
secondary,25 mph,2,yes,40.7687328,-73.970308
secondary,25 mph,3,yes,40.7683966,-73.971052
secondary,25 mph,3,yes,40.7681655,-73.9705773
pedestrian,20 mph,1,yes,40.769775,-73.9717993
residential,25 mph,1,no,40.7547016,-73.9642047
primary,25 mph,1,yes,40.7477641,-73.9706906
residential,25 mph,2,no,40.7496403,-73.9738273
primary,25 mph,5,no,40.758605,-73.999906
secondary,25 mph,4,yes,40.7510354,-73.9984582
tertiary,25 mph,1,yes,40.7503162,-73.9968
motorway_link,25 mph,1,yes,40.7558338,-73.9953338
motorway,25 mph,2,yes,40.7550271,-73.9965323
motorway,25 mph,2,yes,40.754837,-73.9974428
motorway,25 mph,2,yes,40.7551567,-73.9966571
secondary,25 mph,1,yes,40.7556267,-73.9957003
primary,25 mph,5,no,40.7537938,-73.9972455
motorway,35 mph,2,reversible,40.757249,-73.9961735
motorway,25 mph,2,yes,40.7561376,-73.9950409
service,15 mph,1,yes,40.7577724,-73.9956425
residential,25 mph,2,no,40.7740882,-73.9885671
residential,20 mph,1,yes,40.7046202,-74.0115589
pedestrian,20 mph,1,yes,40.7066848,-74.0121697
motorway,45 mph,3,yes,40.7012591,-73.9877092
unclassified,20 mph,2,no,40.7071233,-74.005252
residential,20 mph,2,no,40.7061007,-74.0042222
unclassified,20 mph,1,yes,40.7061918,-74.0049116
secondary,25 mph,1,yes,40.706611,-73.9682772
residential,25 mph,1,yes,40.7119603,-73.9631799
secondary,25 mph,1,no,40.7024346,-73.9932814
residential,25 mph,1,yes,40.7020791,-73.993813
residential,25 mph,1,yes,40.7025167,-73.9943234
residential,25 mph,1,yes,40.7017696,-73.9939783
residential,25 mph,1,no,40.7151228,-73.9869504
residential,25 mph,1,yes,40.7165179,-73.9849163
motorway,45 mph,3,yes,40.7140674,-73.9529924
motorway,45 mph,2,yes,40.7010987,-73.9871859
residential,25 mph,1,yes,40.71753,-73.9882766
secondary,25 mph,2,no,40.7144131,-73.9859388
residential,20 mph,1,yes,40.7085282,-74.0021682
motorway,35 mph,2,yes,40.7123016,-73.9548041
motorway,35 mph,2,yes,40.7109814,-73.9570747
secondary,25 mph,2,no,40.6999571,-73.9555302
residential,25 mph,1,yes,40.7166743,-73.9843895
trunk,30 mph,1,yes,40.7004346,-73.9895352
motorway,35 mph,2,yes,40.7135671,-73.971704
motorway,35 mph,4,yes,40.7163395,-73.9815761
primary,25 mph,4,yes,40.7187523,-73.9885735
motorway,35 mph,4,yes,40.7175462,-73.9848171
motorway,35 mph,2,yes,40.7102459,-73.9605858
primary,25 mph,3,yes,40.7234624,-73.9929312
residential,25 mph,1,yes,40.7261507,-73.9931279
residential,25 mph,1,yes,40.7207032,-73.9916578
residential,20 mph,1,yes,40.7127115,-73.9939307
secondary,25 mph,1,yes,40.7148954,-73.9666772
service,25 mph,1,no,40.7154918,-73.9815877
residential,25 mph,1,yes,40.7149611,-73.9766653
residential,20 mph,2,no,40.7098035,-73.9940596
residential,20 mph,1,yes,40.7103239,-74.0055224
unclassified,20 mph,1,yes,40.7080448,-74.0066854
secondary,20 mph,2,yes,40.7137731,-74.0033078
secondary,20 mph,1,yes,40.7149575,-73.9944682
primary,20 mph,2,no,40.7129936,-73.9985228
trunk_link,35 mph,1,yes,40.7156179,-73.996108
primary,25 mph,1,yes,40.746679,-73.9816217
primary,25 mph,1,yes,40.7505774,-73.978791
primary,25 mph,1,yes,40.7506962,-73.9786379
primary,25 mph,1,yes,40.752905,-73.9763861
residential,20 mph,2,no,40.7137431,-74.0138254
motorway,25 mph,3,yes,40.706245,-74.0146416
motorway,25 mph,2,yes,40.7057505,-74.0150997
primary,30 mph,2,yes,40.7058465,-74.0165278
secondary,20 mph,4,yes,40.7100126,-74.0008677
trunk,30 mph,1,yes,40.7005757,-73.9899966
secondary,20 mph,2,yes,40.7134067,-74.0038794
trunk,30 mph,2,yes,40.7113495,-74.0033158
secondary,20 mph,2,yes,40.7113557,-74.0084307
secondary,20 mph,1,yes,40.7121742,-74.0085067
residential,10 mph,1,yes,40.7131907,-74.0002124
residential,25 mph,1,yes,40.723835,-74.0068194
service,20 mph,1,no,40.724531,-74.0073999
residential,20 mph,2,yes,40.7206926,-74.0092595
motorway_link,25 mph,1,yes,40.7208028,-74.0073288
motorway_link,25 mph,1,yes,40.7217019,-74.0071346
unclassified,25 mph,3,no,40.7472548,-73.972974
primary,25 mph,2,yes,40.7448407,-73.9749728
primary,25 mph,2,yes,40.7603496,-73.9987134
primary,25 mph,2,yes,40.7591113,-73.9981943
primary,25 mph,2,yes,40.7240977,-74.0060225
primary,25 mph,4,yes,40.7274865,-74.0054944
primary,20 mph,3,yes,40.7204992,-74.0053563
secondary,20 mph,1,yes,40.7210114,-74.0049215
primary,25 mph,2,yes,40.7303407,-73.9908708
primary,25 mph,2,yes,40.7194035,-73.999679
secondary,20 mph,2,yes,40.7167699,-74.0020217
trunk,20 mph,5,yes,40.7228995,-74.008075
secondary,25 mph,2,yes,40.7241631,-74.0078511
secondary,20 mph,5,yes,40.7209058,-74.0084202
secondary,25 mph,1,no,40.719982,-73.9929123
secondary,25 mph,3,yes,40.7284219,-74.0028253
primary,20 mph,3,yes,40.7212628,-74.0052656
primary,25 mph,1,yes,40.7191751,-73.990246
primary,25 mph,2,yes,40.7167354,-73.9918103
primary,25 mph,2,yes,40.7358643,-73.9527288
secondary,25 mph,2,no,40.7303324,-73.9529112
residential,25 mph,2,no,40.7140893,-73.983186
primary,20 mph,3,yes,40.7147327,-73.9969693
primary,25 mph,1,yes,40.7105624,-73.9849569
secondary,25 mph,2,no,40.7106034,-73.9846802
secondary,20 mph,2,no,40.7145483,-73.990678
service,20 mph,1,no,40.7120266,-73.9935683
residential,25 mph,1,yes,40.7135843,-73.987675
residential,20 mph,1,yes,40.7079725,-74.0025049
residential,20 mph,1,yes,40.7096853,-73.9960413
residential,20 mph,1,yes,40.7089106,-74.0090134
residential,20 mph,2,no,40.7082662,-74.0047822
residential,20 mph,1,yes,40.7080875,-74.0010267
primary,20 mph,2,no,40.7037896,-74.0070346
residential,20 mph,1,yes,40.7058484,-74.0071036
motorway,25 mph,2,yes,40.7215185,-74.0066793
secondary_link,20 mph,1,yes,40.7116033,-74.0080324
residential,20 mph,1,yes,40.7119747,-74.006068
residential,20 mph,4,no,40.7152857,-74.0135725
residential,20 mph,1,yes,40.7114659,-74.0067221
residential,20 mph,1,yes,40.7100468,-74.0073926
residential,20 mph,2,no,40.7106839,-74.0037906
residential,20 mph,1,yes,40.7074852,-74.0078649
residential,20 mph,1,yes,40.7102146,-74.0076868
residential,20 mph,1,yes,40.7056794,-74.0094584
residential,20 mph,2,no,40.704334,-74.0092273
residential,20 mph,2,no,40.7048705,-74.0171292
residential,20 mph,1,yes,40.7038344,-74.0131681
residential,20 mph,2,no,40.716076,-74.0159273
residential,20 mph,2,yes,40.715503,-74.0151104
secondary,20 mph,2,no,40.7150582,-74.0122157
residential,20 mph,2,no,40.7165355,-74.0132534
residential,20 mph,2,no,40.7172767,-74.013064
residential,20 mph,4,no,40.7153428,-74.0157727
residential,20 mph,2,no,40.7098352,-74.0150882
motorway_link,25 mph,2,yes,40.707267,-74.015142
residential,20 mph,2,no,40.7069231,-74.0177565
residential,20 mph,2,no,40.7075442,-74.0172885
residential,20 mph,2,no,40.7075679,-74.0137715
motorway_link,25 mph,1,yes,40.7065602,-74.0143384
residential,25 mph,1,yes,40.7257959,-74.0091254
secondary,20 mph,2,yes,40.7194808,-74.0061509
residential,20 mph,2,yes,40.714129,-74.0103688
secondary,20 mph,1,yes,40.7146564,-74.0107497
secondary,20 mph,2,yes,40.7179771,-74.0073185
residential,20 mph,1,yes,40.7142652,-74.0114981
secondary,20 mph,2,yes,40.7146823,-74.0099362
unclassified,20 mph,3,no,40.7099954,-74.0123247
residential,20 mph,1,yes,40.7082873,-74.0143587
unclassified,20 mph,1,yes,40.7088178,-74.011578
trunk,30 mph,1,yes,40.7004077,-73.9897519
trunk,30 mph,3,yes,40.7056465,-73.996419
motorway_link,25 mph,2,yes,40.7112324,-74.003932
motorway_link,25 mph,1,yes,40.7088677,-74.0007171
motorway_link,25 mph,2,yes,40.7091432,-73.9950726
motorway_link,25 mph,1,yes,40.7076198,-74.000615
trunk,35 mph,2,yes,40.7072961,-73.9904928
trunk,35 mph,2,yes,40.7151027,-73.9947629
trunk,35 mph,2,yes,40.7070444,-73.9906421
trunk,35 mph,3,yes,40.715436,-73.9951904
trunk,35 mph,3,yes,40.7148162,-73.994839
trunk,35 mph,3,yes,40.7070596,-73.9905079
primary,25 mph,2,yes,40.7487092,-73.9696658
secondary,25 mph,3,yes,40.7465052,-73.9740739
primary,25 mph,1,yes,40.748209,-73.9703242
primary,25 mph,2,yes,40.738585,-73.9733629
motorway,40 mph,3,yes,40.7425644,-73.9719594
residential,25 mph,1,yes,40.737632,-73.9738584
primary,25 mph,1,yes,40.7362169,-73.9750358
residential,25 mph,2,no,40.7363431,-73.9746521
unclassified,25 mph,1,yes,40.7359496,-73.974983
motorway,40 mph,3,yes,40.7333421,-73.974078
tertiary,25 mph,2,no,40.7333435,-73.9759172
primary,25 mph,3,yes,40.7199677,-73.9790789
residential,25 mph,1,yes,40.7165308,-73.9759063
primary,25 mph,2,yes,40.7197857,-73.9749892
primary,25 mph,2,no,40.7209975,-73.986939
residential,15 mph,1,yes,40.7209437,-73.9860517
primary,25 mph,3,no,40.7163276,-73.9879536
tertiary,25 mph,1,yes,40.765901,-73.9515809
unclassified,25 mph,3,yes,40.7611854,-73.9637604
residential,25 mph,1,yes,40.7591887,-73.9589339
tertiary,25 mph,2,yes,40.7610527,-73.9576304
unclassified,25 mph,1,no,40.7585285,-73.9593776
secondary,25 mph,3,no,40.7597324,-73.9622064
residential,25 mph,3,yes,40.7594565,-73.9635477
secondary,25 mph,4,yes,40.7597772,-73.9584899
residential,25 mph,1,no,40.7572815,-73.9604681
residential,25 mph,1,yes,40.7607984,-73.9571878
motorway,40 mph,3,yes,40.7588923,-73.9585235
motorway,40 mph,3,yes,40.7602027,-73.9573951
motorway,40 mph,3,yes,40.7598691,-73.9577842
secondary,25 mph,2,no,40.7302637,-73.9743691
residential,20 mph,1,yes,40.7094944,-73.9963111
motorway_link,25 mph,1,yes,40.708411,-74.0002398
motorway_link,25 mph,2,yes,40.7085131,-73.9983667
primary,25 mph,1,yes,40.7545135,-74.0067487
secondary,25 mph,1,yes,40.7514741,-73.9995137
secondary,25 mph,2,yes,40.7520052,-73.9995206
primary,25 mph,3,yes,40.7619147,-73.970422
residential,25 mph,2,no,40.7246933,-74.0018187
service,20 mph,1,yes,40.718003,-74.0020877
residential,20 mph,1,yes,40.719286,-74.0086237
residential,20 mph,1,yes,40.7187195,-74.0095455
residential,20 mph,1,yes,40.7170136,-74.0043822
secondary,20 mph,1,yes,40.7140483,-74.003233
unclassified,20 mph,2,no,40.7144488,-74.0038496
unclassified,20 mph,1,yes,40.7143975,-74.0041652
residential,25 mph,1,yes,40.7956615,-73.9720622
residential,25 mph,1,yes,40.7780535,-73.9562389
secondary,25 mph,2,yes,40.7833853,-73.9748259
secondary,25 mph,1,yes,40.7728805,-73.9798414
tertiary,25 mph,3,yes,40.7747769,-73.9862932
tertiary,25 mph,1,yes,40.763396,-73.9593002
secondary,25 mph,2,yes,40.7635547,-73.9693359
secondary,25 mph,2,yes,40.7459312,-73.9746291
tertiary,25 mph,1,yes,40.7463588,-73.9874321
tertiary,25 mph,1,yes,40.7441684,-73.9803198
residential,25 mph,1,yes,40.7378626,-73.9829125
residential,25 mph,1,yes,40.743807,-73.9890047
secondary,25 mph,1,yes,40.7422377,-74.0062631
primary_link,25 mph,2,yes,40.7424796,-74.0082209
primary,25 mph,2,no,40.7103803,-73.9875215
residential,20 mph,1,yes,40.7140095,-73.9940412
secondary,25 mph,4,no,40.7822309,-73.971584
secondary,25 mph,4,no,40.7886491,-73.966907
primary,25 mph,2,yes,40.7214381,-73.9990431
residential,25 mph,1,yes,40.7173331,-73.9933731
residential,25 mph,1,no,40.7128823,-73.9807853
residential,25 mph,1,yes,40.7112931,-73.9805935
residential,25 mph,2,no,40.7181663,-73.9796828
residential,25 mph,1,yes,40.7175377,-73.9868412
residential,25 mph,1,yes,40.715687,-73.9790699
residential,25 mph,1,yes,40.7263425,-74.004694
residential,25 mph,1,yes,40.7281234,-74.0079566
residential,25 mph,2,no,40.7192399,-73.981194
residential,25 mph,1,yes,40.7260414,-74.0095007
residential,25 mph,1,yes,40.7179925,-73.976453
secondary,25 mph,2,no,40.7120345,-73.9512855
motorway,35 mph,2,yes,40.7135671,-73.971704
motorway,35 mph,4,yes,40.7109576,-73.9631395
motorway,35 mph,2,yes,40.7102758,-73.9615249
motorway_link,35 mph,2,yes,40.7102397,-73.9616095
motorway,35 mph,4,yes,40.71731,-73.984811
trunk,25 mph,2,yes,40.759915,-73.9638198
secondary,25 mph,1,yes,40.7611461,-73.9626847
trunk,30 mph,5,yes,40.7096776,-74.0150766
secondary,25 mph,1,yes,40.7390901,-74.0097351
residential,25 mph,1,yes,40.73415,-74.0081323
